Account,date,daily_pnl,win_rate,avg_trade_size,trade_count,avg_leverage,long_short_ratio,classification,leverage_segment,activity_segment,consistency_segment,profit_flag
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-16,6942.186825,0.6428571428571429,5866.705,14,5866.705,0.0,Extreme Greed,High,Low,Consistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-18,136.054186,0.25,679.3075,12,679.3075,0.0,Extreme Greed,Low,Low,Inconsistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-20,1676.3027260000001,0.75,2837.6875,4,2837.6875,-0.9999996666667778,Greed,High,Low,Consistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-24,14849.788861,0.8421052631578947,17744.187894736842,19,17744.187894736842,0.0,Greed,High,Low,Consistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-01,-9655.676981,0.4166666666666667,15270.597499999998,12,15270.597499999998,0.0,Greed,High,Low,Inconsistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-03,0.0,0.0,6217.48,1,6217.48,0.0,Greed,High,Low,Inconsistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-14,0.0,0.0,800.29,3,800.29,-0.9999996666667778,Greed,Low,Low,Inconsistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-19,-1584.55781,0.0,15271.743333333334,3,15271.743333333334,0.0,Extreme Greed,High,Low,Inconsistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-20,-401.2638,0.0,14949.164999999999,4,14949.164999999999,0.9999997500000625,Extreme Greed,High,Low,Inconsistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-23,0.0,0.0,11250.0,4,11250.0,0.0,Extreme Greed,High,Low,Inconsistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-02-23,2.9205,0.16666666666666666,2401.1383333333333,6,2401.1383333333333,0.9999998333333611,Neutral,High,Low,Inconsistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-04,863.956464,0.47619047619047616,3213.5458730158734,63,3213.5458730158734,0.9999999821428575,Extreme Fear,High,High,Inconsistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-05,8187.59426,0.5581395348837209,3514.7537209302327,43,3514.7537209302327,0.999999958333335,Extreme Fear,High,High,Consistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-10,-37230.786609,0.0,48134.545,2,48134.545,0.0,Extreme Fear,High,Low,Inconsistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-12,0.0,0.0,2549.7482051282054,39,2549.7482051282054,-0.999999974358975,Fear,High,High,Inconsistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-17,17926.355742,0.5219512195121951,1908.0640975609756,205,1908.0640975609756,-0.9999999951219513,Fear,Low,High,Consistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-18,238.31419899999997,0.18021201413427562,2061.155088339223,283,2061.155088339223,-0.9999999964664311,Fear,High,High,Inconsistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-19,909.907336,0.01680672268907563,2421.7106722689077,119,2421.7106722689077,-0.9999999915966388,Fear,High,High,Inconsistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-20,0.0,0.0,607.7802439024391,82,607.7802439024391,-0.9999999878048782,Neutral,Low,High,Inconsistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-21,0.0,0.0,10058.62,3,10058.62,0.9999996666667778,Fear,High,Low,Inconsistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-23,4988.749429,0.5591397849462365,4121.473548387096,93,4121.473548387096,-0.9999999892473119,Fear,High,High,Consistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-24,3896.627832,1.0,1703.6174999999998,20,1703.6174999999998,0.9999999500000024,Neutral,Low,Low,Consistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-25,0.0,0.0,100176.1,1,100176.1,-0.9999990000010001,Neutral,High,Low,Inconsistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-26,3782.33025,1.0,2294.2153571428576,28,2294.2153571428576,-0.9999999642857155,Neutral,High,Low,Consistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-27,6504.316844999999,0.16853932584269662,1543.4331460674157,178,1543.4331460674157,-0.9999999943820225,Fear,Low,High,Inconsistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-03,0.0,0.0,4742.898943661972,142,4742.898943661972,-0.9999999929577466,Fear,High,High,Inconsistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-04,266.39774,1.0,19800.740588235294,34,19800.740588235294,-0.9999999705882362,Fear,High,High,Consistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-06,24553.541149999997,0.3088235294117647,2824.8166176470586,68,2824.8166176470586,-0.9999999852941179,Fear,High,High,Inconsistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-07,25941.716413,0.31646932185145316,3895.6048546824545,929,3895.6048546824545,-0.5694294934667067,Extreme Fear,High,High,Inconsistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-08,3366.444714,1.0,10183.131428571429,14,10183.131428571429,-0.9999999285714337,Extreme Fear,High,Low,Consistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-09,-77308.420095,0.23014586709886548,4099.378930307941,617,4099.378930307941,-0.8022690424598556,Extreme Fear,High,High,Inconsistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-10,-831.2396219999999,0.5751633986928104,5795.6883333333335,306,5795.6883333333335,-0.44444444299201163,Fear,High,High,Consistent,0
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-13,3271.3693780000003,0.4740740740740741,20019.11111111111,135,20019.11111111111,0.9999999925925926,Neutral,High,High,Inconsistent,1
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-14,128.67829,1.0,844654.19,1,844654.19,0.9999990000010001,Fear,High,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-03,100.375782,0.6,2585.338,5,2585.338,0.99999980000004,Fear,High,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-03,0.0,0.0,9530.66,2,9530.66,0.99999950000025,Greed,High,Low,Inconsistent,0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-04,540.05911,1.0,1960.1330000000003,10,1960.1330000000003,0.99999990000001,Greed,High,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-07,503.46257599999996,0.6875,1929.28125,16,1929.28125,0.9999999375000038,Extreme Greed,High,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-10,0.0,0.0,9836.88,1,9836.88,0.9999990000010001,Extreme Greed,High,Low,Inconsistent,0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-11,393.07947,1.0,2557.49,4,2557.49,0.9999997500000625,Extreme Greed,High,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-12,0.0,0.0,1319.1399999999999,4,1319.1399999999999,0.9999997500000625,Extreme Greed,Low,Low,Inconsistent,0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-13,135.09947,0.875,1860.1075,8,1860.1075,0.9999998750000157,Extreme Greed,Low,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-15,0.0,0.0,930.75,35,930.75,0.9999999714285723,Extreme Greed,Low,High,Inconsistent,0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-19,245.44495999999998,1.0,6564.348,5,6564.348,0.99999980000004,Extreme Greed,High,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-22,1050.894,0.3181818181818182,2990.737727272727,22,2990.737727272727,0.9999999545454565,Extreme Greed,High,Low,Inconsistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-23,788.45072,1.0,3091.247142857143,7,3091.247142857143,0.9999998571428775,Extreme Greed,High,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-26,0.0,0.0,1012.4008333333334,36,1012.4008333333334,0.999999972222223,Extreme Greed,Low,High,Inconsistent,0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-28,3855.7522,1.0,1612.0868,25,1612.0868,0.9999999600000016,Extreme Greed,Low,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-29,0.0,0.0,13325.11,10,13325.11,0.0,Extreme Greed,High,Low,Inconsistent,0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-02,0.0,0.0,46692.72,1,46692.72,0.0,Extreme Greed,High,Low,Inconsistent,0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-26,29897.971695000004,0.3125,2297.953125,32,2297.953125,0.0,Extreme Greed,High,High,Inconsistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-28,0.0,0.0,6154.678,10,6154.678,0.0,Greed,High,Low,Inconsistent,0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-12,3699.757273,1.0,7958.366666666666,3,7958.366666666666,0.0,Greed,High,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-01-13,0.0,0.0,0.22,1,0.22,0.0,Greed,Low,Low,Inconsistent,0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-02-14,8019.163096,1.0,63734.69,1,63734.69,0.0,Neutral,High,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-04,0.0,0.0,63727.4,1,63727.4,0.0,Fear,High,Low,Inconsistent,0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-05,562.1943200000001,1.0,3383.65,19,3383.65,0.0,Fear,High,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-06,0.0,0.0,3060.3452380952376,21,3060.3452380952376,0.0,Fear,High,Low,Inconsistent,0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-09,110.553364,1.0,3388.287368421053,19,3388.287368421053,0.0,Extreme Fear,High,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-10,0.0,0.0,10728.526666666667,6,10728.526666666667,0.0,Fear,High,Low,Inconsistent,0
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-12,3593.989207,1.0,2517.1996296296297,27,2517.1996296296297,0.0,Fear,High,Low,Consistent,1
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-13,0.0,0.0,0.69,1,0.69,0.0,Neutral,Low,Low,Inconsistent,0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-06,0.0,0.0,10673.925777777777,45,10673.925777777777,-0.9999999777777784,Greed,High,High,Inconsistent,0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-12,1762.46,1.0,6750.81,10,6750.81,-0.99999990000001,Extreme Greed,High,Low,Consistent,1
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-17,27.63736,0.55,3976.0629999999996,20,3976.0629999999996,0.26315788088642733,Extreme Greed,High,Low,Consistent,1
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-18,0.0,0.0,3081.5213636363637,44,3081.5213636363637,-0.9999999772727278,Extreme Greed,High,High,Inconsistent,0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-19,2229.5212300000003,1.0,4987.015,4,4987.015,-0.9999997500000625,Extreme Greed,High,Low,Consistent,1
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-23,12082.95,1.0,13593.75,2,13593.75,-0.99999950000025,Greed,High,Low,Consistent,1
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-24,0.0,0.0,4312.501428571429,7,4312.501428571429,-0.9999998571428775,Greed,High,Low,Inconsistent,0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-08,0.0,0.0,2966.789166666667,12,2966.789166666667,-0.9999999166666736,Greed,High,Low,Inconsistent,0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-15,0.0,0.0,48455.0,2,48455.0,-0.99999950000025,Greed,High,Low,Inconsistent,0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-01-16,0.0,0.0,1508.392,30,1508.392,-0.9999999666666678,Extreme Greed,Low,High,Inconsistent,0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-08,0.0,0.0,10322.714,5,10322.714,-0.99999980000004,Fear,High,Low,Inconsistent,0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-02-14,0.0,0.0,2078.9283333333333,12,2078.9283333333333,-0.9999999166666736,Neutral,High,Low,Inconsistent,0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-08,11894.061848,1.0,5318.463636363636,11,5318.463636363636,-0.9999999090909174,Fear,High,Low,Consistent,1
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-11,9461.082288,0.04918032786885246,2446.7424590163937,61,2446.7424590163937,-0.9999999836065577,Extreme Fear,High,High,Inconsistent,1
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-14,16017.255710000001,1.0,1201.78,8,1201.78,-0.9999998750000157,Fear,Low,Low,Consistent,1
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-15,74293.663505,1.0,3134.3723999999997,25,3134.3723999999997,-0.9999999600000016,Neutral,High,Low,Consistent,1
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-18,63015.976505,1.0,22996.97,5,22996.97,-0.199999960000008,Fear,High,Low,Consistent,1
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-19,0.0,0.0,5839.154827586207,58,5839.154827586207,-0.9999999729729737,Fear,High,High,Inconsistent,0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-03-25,0.0,0.0,9047.907272727272,11,9047.907272727272,-0.9999999090909174,Neutral,High,Low,Inconsistent,0
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-04-10,8720.984286,1.0,4002.4445454545453,11,4002.4445454545453,-0.9999999090909174,Fear,High,Low,Consistent,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-20,0.0,0.0,2436.6825,20,2436.6825,0.0,Greed,High,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-04-25,0.0,0.0,753.8510294117647,68,753.8510294117647,0.0,Greed,Low,High,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-19,0.0,0.0,7722.796666666666,3,7722.796666666666,0.9999996666667778,Greed,High,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-06-20,57478.456026,1.0,21188.46875,8,21188.46875,0.0,Greed,High,Low,Consistent,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-23,88084.992348,1.0,1072.2595633187773,229,1072.2595633187773,0.9999999956331878,Greed,Low,High,Consistent,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-24,0.0,0.0,0.335,2,0.335,0.0,Greed,Low,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-07-25,0.0,0.0,0.94,1,0.94,0.0,Greed,Low,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-09,0.0,0.0,0.12,1,0.12,0.0,Neutral,Low,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-10,0.0,0.0,0.68,1,0.68,0.0,Fear,Low,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-12,0.0,0.0,0.61,1,0.61,0.0,Fear,Low,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-13,0.0,0.0,0.67,1,0.67,0.0,Fear,Low,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-14,0.0,0.0,0.53,1,0.53,0.0,Fear,Low,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-30,0.0,0.0,0.62,1,0.62,0.0,Fear,Low,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-08-31,0.0,0.0,0.96,1,0.96,0.0,Fear,Low,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-11,0.0,0.0,0.54,1,0.54,0.0,Fear,Low,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-14,0.0,0.0,0.65,1,0.65,0.0,Neutral,Low,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-21,36165.56933,1.0,7202.092173913044,23,7202.092173913044,0.999999956521741,Neutral,High,Low,Consistent,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-05,0.0,0.0,0.61,1,0.61,0.0,Neutral,Low,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-11,0.0,0.0,0.73,1,0.73,0.0,Fear,Low,Low,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-29,124284.948775,1.0,8285.689333333334,15,8285.689333333334,0.0,Extreme Greed,High,Low,Consistent,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-07,5615.052102,0.25806451612903225,4485.160645161291,93,4485.160645161291,0.9999999892473119,Fear,High,High,Inconsistent,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-12,22795.8104,0.4166666666666667,4261.555092592593,108,4261.555092592593,0.9999999907407409,Neutral,High,High,Inconsistent,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-02-21,82117.04336,1.0,1500.5277647058824,255,1500.5277647058824,0.9999999960784314,Greed,Low,High,Consistent,1
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-09,0.0,0.0,5570.2651898734175,79,5570.2651898734175,0.9999999873417723,Extreme Fear,High,High,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-16,0.0,0.0,1231.3267948717948,78,1231.3267948717948,-0.9999999871794873,Fear,Low,High,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-18,0.0,0.0,1514.5613793103448,58,1514.5613793103448,-0.999999982758621,Fear,Low,High,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-26,0.0,0.0,838.0906060606061,132,838.0906060606061,-0.9999999924242425,Greed,Low,High,Inconsistent,0
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-04-29,0.0,0.0,2655.1648148148147,54,2655.1648148148147,-0.9999999814814818,Greed,High,High,Inconsistent,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-11-30,8.570313,0.125,249.58375,8,249.58375,0.0,Extreme Greed,Low,Low,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-01,197.422418,0.5,358.71500000000003,4,358.71500000000003,0.0,Extreme Greed,Low,Low,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-03,30.727222,0.023809523809523808,330.0188095238095,42,330.0188095238095,-0.36363634710743875,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-04,910.584797,0.13725490196078433,795.8152941176471,102,795.8152941176471,-0.9560439455379787,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-05,3174.023699,0.36551724137931035,587.6594137931035,290,587.6594137931035,-0.9540229848504866,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-06,514.886454,0.2962962962962963,1009.2267592592593,108,1009.2267592592593,-0.9999999882352942,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-07,1040.616939,0.35,580.1653888888889,180,580.1653888888889,-0.9999999941520469,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-08,227.072158,0.36231884057971014,423.3769565217391,69,423.3769565217391,-0.9999999830508478,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-09,311.290605,0.34545454545454546,399.53854545454544,55,399.53854545454544,-0.9999999777777784,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-10,1474.670598,0.36813186813186816,512.06510989011,182,512.06510989011,-0.6390977395556561,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-11,1157.689489,0.3353846153846154,307.6034769230769,325,307.6034769230769,-0.6470588215261337,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-12,574.398074,0.2893081761006289,458.38842767295597,159,458.38842767295597,-0.6115107869675483,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-13,587.630504,0.35135135135135137,573.9341216216217,148,573.9341216216217,-0.28169013886133704,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-14,1178.021061,0.45161290322580644,488.356935483871,62,488.356935483871,-0.056603772516909956,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-15,10303.889423,0.40331491712707185,622.4760773480663,181,622.4760773480663,-0.11111110905349798,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-16,333.398209,0.29347826086956524,574.7419565217391,92,574.7419565217391,-0.9473684085872578,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-17,21172.081622,0.29292929292929293,327.79242424242426,396,327.79242424242426,-0.9828326138075854,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-18,3311.822419,0.2079646017699115,380.76508849557524,226,380.76508849557524,-0.9417475636723538,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-19,3491.018544,0.4666666666666667,427.7865185185185,135,427.7865185185185,-0.4520547883280166,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-20,6049.6938279999995,0.421875,718.267421875,128,718.267421875,-0.5483870879292405,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-21,7454.276452,0.37554585152838427,475.0544978165939,229,475.0544978165939,-0.859154923527078,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-22,1063.854341,0.29411764705882354,441.9328431372549,102,441.9328431372549,-0.9999999892473119,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-23,4704.4420789999995,0.39711934156378603,478.66473251028805,486,478.66473251028805,-0.8550724612896451,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-24,1506.989241,0.4214876033057851,393.04826446280987,121,393.04826446280987,-0.8350515377829738,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-25,271.246809,0.30303030303030304,434.2566666666667,99,434.2566666666667,-0.865168529604848,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-26,9136.439892,0.35,875.6657499999999,160,875.6657499999999,-0.9999999903846155,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-27,1473.2450880000001,0.6086956521739131,439.5926086956522,115,439.5926086956522,-0.9999999902912623,Greed,Low,High,Consistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-28,74.156745,0.23255813953488372,286.27116279069764,43,286.27116279069764,-0.9999999767441866,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-29,1609.679253,0.42391304347826086,473.0703260869565,92,473.0703260869565,-0.898734165838808,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-30,240.749155,0.5084745762711864,530.9594915254237,59,530.9594915254237,-0.6785714164540819,Greed,Low,High,Consistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2024-12-31,97.688169,0.0707070707070707,541.9542424242425,99,541.9542424242425,-0.6341463337299228,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-01,17.784696,0.1875,632.90125,16,632.90125,-0.6666666111111158,Greed,Low,Low,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-02,677.276764,0.4777777777777778,548.5241111111111,90,548.5241111111111,-0.91428570122449,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-03,846.655814,0.23529411764705882,321.5754901960784,102,321.5754901960784,-0.9578947267590029,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-04,73.451675,0.2631578947368421,628.7080701754386,57,628.7080701754386,-0.9607842948865825,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-05,8.594753,0.10526315789473684,439.9673684210526,38,439.9673684210526,-0.9428571159183682,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-06,559.643925,0.20238095238095238,414.94607142857143,84,414.94607142857143,-0.8630136868080317,Extreme Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-07,289.257865,0.775,1311.98475,40,1311.98475,-0.8235293875432533,Extreme Greed,Low,High,Consistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-08,1377.989592,0.3155080213903743,524.9171122994652,187,524.9171122994652,-0.3432835795277345,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-09,279.587921,0.18947368421052632,498.5522105263158,95,498.5522105263158,-0.2602739690373429,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-10,-271.259943,0.26804123711340205,586.3769072164948,97,586.3769072164948,-0.690476182256236,Neutral,Low,High,Inconsistent,0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-11,71.39075800000003,0.1794871794871795,484.43128205128204,39,484.43128205128204,-0.6571428383673475,Greed,Low,High,Inconsistent,1
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-01-12,103.67729899999999,0.13636363636363635,282.01,44,282.01,-0.7272727107438021,Greed,Low,High,Inconsistent,1
